userId,movieId,rating,timestamp,date
1,1,4.0,964982703,2020-01-15
1,2,3.5,964981247,2020-01-20
1,3,5.0,964982680,2020-02-05
1,4,3.0,964982400,2020-02-18
1,5,4.5,964983398,2020-03-02
1,11,4.8,964983399,2020-03-15
1,12,4.9,964983400,2020-03-28
1,13,4.7,964983401,2020-04-10
1,14,4.5,964983402,2020-04-23
1,15,4.2,964983403,2020-05-06
2,1,3.0,964982703,2020-05-19
2,2,4.5,964981247,2020-06-01
2,3,2.0,964982680,2020-06-14
2,4,3.5,964982400,2020-06-27
2,5,4.0,964983398,2020-07-10
2,16,4.6,964983404,2020-07-23
2,17,4.3,964983405,2020-08-05
2,18,4.7,964983406,2020-08-18
2,19,4.1,964983407,2020-08-31
2,20,4.4,964983408,2020-09-13
3,1,5.0,964982703,2020-09-26
3,2,3.0,964981247,2020-10-09
3,3,4.5,964982680,2020-10-22
3,4,2.5,964982400,2020-11-04
3,5,3.5,964983398,2020-11-17
3,21,4.8,964983409,2020-11-30
3,22,4.2,964983410,2020-12-13
3,23,4.9,964983411,2020-12-26
3,24,4.5,964983412,2021-01-08
3,25,4.7,964983413,2021-01-21
4,6,4.0,964982703,2021-02-03
4,7,3.5,964981247,2021-02-16
4,8,5.0,964982680,2021-03-01
4,9,4.0,964982400,2021-03-14
4,10,4.5,964983398,2021-03-27
4,26,4.3,964983414,2021-04-09
4,27,4.6,964983415,2021-04-22
4,28,4.4,964983416,2021-05-05
4,29,4.7,964983417,2021-05-18
4,30,4.1,964983418,2021-05-31
5,6,3.0,964982703,2021-06-13
5,7,4.5,964981247,2021-06-26
5,8,2.0,964982680,2021-07-09
5,9,3.5,964982400,2021-07-22
5,10,4.0,964983398,2021-08-04
5,31,4.5,964983419,2021-08-17
5,32,4.2,964983420,2021-08-30
5,33,4.8,964983421,2021-09-12
5,34,4.0,964983422,2021-09-25
5,35,3.9,964983423,2021-10-08
6,11,4.7,964983424,2021-10-21
6,12,4.9,964983425,2021-11-03
6,13,4.6,964983426,2021-11-16
6,14,4.3,964983427,2021-11-29
6,15,4.1,964983428,2021-12-12
6,36,4.4,964983429,2021-12-25
6,37,4.5,964983430,2022-01-07
6,38,4.8,964983431,2022-01-20
6,39,4.2,964983432,2022-02-02
6,40,4.0,964983433,2022-02-15
7,16,4.6,964983434,2022-02-28
7,17,4.3,964983435,2022-03-13
7,18,4.7,964983436,2022-03-26
7,19,4.1,964983437,2022-04-08
7,20,4.4,964983438,2022-04-21
7,41,4.5,964983439,2022-05-04
7,42,4.8,964983440,2022-05-17
7,43,4.2,964983441,2022-05-30
7,44,4.6,964983442,2022-06-12
7,45,4.3,964983443,2022-06-25
8,21,4.8,964983444,2022-07-08
8,22,4.2,964983445,2022-07-21
8,23,4.9,964983446,2022-08-03
8,24,4.5,964983447,2022-08-16
8,25,4.7,964983448,2022-08-29
8,46,4.4,964983449,2022-09-11
8,47,4.1,964983450,2022-09-24
8,48,4.6,964983451,2022-10-07
8,49,4.3,964983452,2022-10-20
8,50,4.7,964983453,2022-11-02
9,26,4.3,964983454,2022-11-15
9,27,4.6,964983455,2022-11-28
9,28,4.4,964983456,2022-12-11
9,29,4.7,964983457,2022-12-24
9,30,4.1,964983458,2023-01-06
9,1,3.8,964983459,2023-01-19
9,6,4.2,964983460,2023-02-01
9,11,4.9,964983461,2023-02-14
9,16,4.5,964983462,2023-02-27
9,21,4.7,964983463,2023-03-12
10,31,4.5,964983464,2023-03-25
10,32,4.2,964983465,2023-04-07
10,33,4.8,964983466,2023-04-20
10,34,4.0,964983467,2023-05-03
10,35,3.9,964983468,2023-05-16
10,36,4.3,964983469,2023-05-29
10,37,4.6,964983470,2023-06-11
10,38,4.1,964983471,2023-06-24
10,39,4.4,964983472,2023-07-07
10,40,4.7,964983473,2023-07-20
11,41,4.5,964983474,2023-08-02
11,42,4.8,964983475,2023-08-15
11,43,4.2,964983476,2023-08-28
11,44,4.6,964983477,2023-09-10
11,45,4.3,964983478,2023-09-23
11,46,4.7,964983479,2023-10-06
11,47,4.0,964983480,2023-10-19
11,48,4.4,964983481,2023-11-01
11,49,4.1,964983482,2023-11-14
11,50,4.5,964983483,2023-11-27
12,1,4.2,964983484,2023-12-10
12,11,4.8,964983485,2023-12-23
12,21,4.6,964983486,2024-01-05
12,31,4.3,964983487,2024-01-18
12,41,4.7,964983488,2024-01-31
12,2,3.9,964983489,2024-02-13
12,12,4.9,964983490,2024-02-26
12,22,4.1,964983491,2024-03-10
12,32,4.4,964983492,2024-03-23
12,42,4.8,964983493,2024-04-05
13,3,4.5,964983494,2024-04-18
13,13,4.7,964983495,2024-05-01
13,23,4.9,964983496,2024-05-14
13,33,4.2,964983497,2024-05-27
13,43,4.6,964983498,2024-06-09
13,4,3.8,964983499,2024-06-22
13,14,4.3,964983500,2024-07-05
13,24,4.5,964983501,2024-07-18
13,34,4.0,964983502,2024-07-31
13,44,4.7,964983503,2024-08-13
14,5,4.1,964983504,2024-08-26
14,15,4.4,964983505,2024-09-08
14,25,4.8,964983506,2024-09-21
14,35,3.7,964983507,2024-10-04
14,45,4.3,964983508,2024-10-17
14,6,4.2,964983509,2024-10-30
14,16,4.6,964983510,2024-11-12
14,26,4.5,964983511,2024-11-25
14,36,4.1,964983512,2024-12-08
14,46,4.4,964983513,2024-12-21
15,7,3.9,964983514,2025-01-03
15,17,4.3,964983515,2025-01-16
15,27,4.7,964983516,2025-01-29
15,37,4.5,964983517,2025-02-11
15,47,4.0,964983518,2025-02-24
15,8,4.2,964983519,2025-03-09
15,18,4.8,964983520,2025-03-22
15,28,4.4,964983521,2025-04-04
15,38,4.6,964983522,2025-04-17
15,48,4.1,964983523,2025-04-30
16,9,3.8,964983524,2025-05-13
16,19,4.2,964983525,2025-05-26
16,29,4.7,964983526,2025-06-08
16,39,4.3,964983527,2025-06-21
16,49,4.5,964983528,2025-07-04
16,10,4.1,964983529,2025-07-17
16,20,4.4,964983530,2025-07-30
16,30,4.6,964983531,2025-08-12
16,40,4.0,964983532,2025-08-25
16,50,4.7,964983533,2025-09-07
17,1,4.3,964983534,2025-09-20
17,2,3.7,964983535,2025-10-03
17,3,4.6,964983536,2025-10-16
17,4,3.9,964983537,2025-10-29
17,5,4.2,964983538,2025-11-11
17,6,4.4,964983539,2025-11-24
17,7,3.8,964983540,2025-12-07
17,8,4.1,964983541,2025-12-20
18,11,4.9,964983544,2025-12-25
18,12,4.8,964983545,2025-12-28
18,13,4.7,964983546,2025-12-30
18,14,4.5,964983547,2025-12-31
18,15,4.2,964983548,2025-12-31
18,16,4.6,964983549,2025-12-31
18,17,4.3,964983550,2025-12-31
18,18,4.8,964983551,2025-12-31
18,19,4.1,964983552,2025-12-31
18,20,4.4,964983553,2025-12-31
19,21,4.7,964983554,2025-12-31
19,22,4.2,964983555,2025-12-31
19,23,4.9,964983556,2025-12-31
19,24,4.5,964983557,2025-12-31
19,25,4.8,964983558,2025-12-31
19,26,4.3,964983559,2025-12-31
19,27,4.6,964983560,2025-12-31
19,28,4.4,964983561,2025-12-31
19,29,4.7,964983562,2025-12-31
19,30,4.1,964983563,2025-12-31
20,31,4.5,964983564,2025-12-31
20,32,4.2,964983565,2025-12-31
20,33,4.8,964983566,2025-12-31
20,34,4.0,964983567,2025-12-31
20,35,3.9,964983568,2025-12-31
20,36,4.3,964983569,2025-12-31
20,37,4.6,964983570,2025-12-31
20,38,4.1,964983571,2025-12-31
20,39,4.4,964983572,2025-12-31
20,40,4.7,964983573,2025-12-31
21,1,4.2,964983574,2025-01-01
21,6,3.8,964983575,2025-01-14
21,11,4.5,964983576,2025-01-27
21,16,4.0,964983577,2025-02-09
21,21,4.7,964983578,2025-02-22
21,26,4.3,964983579,2025-03-07
21,31,4.1,964983580,2025-03-20
21,36,4.6,964983581,2025-04-02
22,2,3.9,964983582,2025-04-15
22,7,4.4,964983583,2025-04-28
22,12,4.8,964983584,2025-05-11
22,17,4.2,964983585,2025-05-24
22,22,4.5,964983586,2025-06-06
22,27,4.0,964983587,2025-06-19
22,32,4.7,964983588,2025-07-02
23,3,4.6,964983589,2025-07-15
23,8,4.1,964983590,2025-07-28
23,13,4.9,964983591,2025-08-10
23,18,4.3,964983592,2025-08-23
23,23,4.7,964983593,2025-09-05
23,28,4.2,964983594,2025-09-18
23,33,4.5,964983595,2025-10-01
24,4,3.7,964983596,2025-10-14
24,9,4.2,964983597,2025-10-27
24,14,4.6,964983598,2025-11-09
24,19,4.1,964983599,2025-11-22
24,24,4.8,964983600,2025-12-05
24,29,4.4,964983601,2025-12-18
24,34,4.0,964983602,2025-12-31
25,5,4.1,964983603,2025-01-01
25,10,4.5,964983604,2025-01-14
25,15,4.3,964983605,2025-01-27
25,20,4.7,964983606,2025-02-09
25,25,4.2,964983607,2025-02-22
25,30,4.6,964983608,2025-03-07
25,35,4.0,964983609,2025-03-20
26,1,4.4,964983610,2025-04-02
26,6,3.9,964983611,2025-04-15
26,11,4.8,964983612,2025-04-28
26,16,4.3,964983613,2025-05-11
26,21,4.7,964983614,2025-05-24
26,26,4.1,964983615,2025-06-06
26,31,4.5,964983616,2025-06-19
27,2,4.0,964983617,2025-07-02
27,7,4.6,964983618,2025-07-15
27,12,4.2,964983619,2025-07-28
27,17,4.8,964983620,2025-08-10
27,22,4.3,964983621,2025-08-23
27,27,4.7,964983622,2025-09-05
28,3,4.5,964983623,2025-09-18
28,8,4.1,964983624,2025-10-01
28,13,4.9,964983625,2025-10-14
28,18,4.4,964983626,2025-10-27
28,23,4.8,964983627,2025-11-09
28,28,4.2,964983628,2025-11-22
28,33,4.6,964983629,2025-12-05
29,4,3.8,964983630,2025-12-18
29,9,4.3,964983631,2025-12-31
29,14,4.7,964983632,2025-01-01
29,19,4.2,964983633,2025-01-14
29,24,4.6,964983634,2025-01-27
29,29,4.1,964983635,2025-02-09
29,34,4.5,964983636,2025-02-22
30,5,4.0,964983637,2025-03-07
30,10,4.4,964983638,2025-03-20
30,15,4.8,964983639,2025-04-02
30,20,4.3,964983640,2025-04-15
30,25,4.7,964983641,2025-04-28
30,30,4.2,964983642,2025-05-11
30,35,4.6,964983643,2025-05-24
31,1,4.2,964983644,2025-06-06
31,6,3.8,964983645,2025-06-19
31,11,4.5,964983646,2025-07-02
31,16,4.0,964983647,2025-07-15
31,21,4.7,964983648,2025-07-28
31,26,4.3,964983649,2025-08-10
31,31,4.1,964983650,2025-08-23
32,2,3.9,964983651,2025-09-05
32,7,4.4,964983652,2025-09-18
32,12,4.8,964983653,2025-10-01
32,17,4.2,964983654,2025-10-14
32,22,4.5,964983655,2025-10-27
32,27,4.0,964983656,2025-11-09
32,32,4.7,964983657,2025-11-22
33,3,4.6,964983658,2025-12-05
33,8,4.1,964983659,2025-12-18
33,13,4.9,964983660,2025-12-31
33,18,4.3,964983661,2025-01-01
33,23,4.7,964983662,2025-01-14
33,28,4.2,964983663,2025-01-27
33,33,4.5,964983664,2025-02-09
34,4,3.7,964983665,2025-02-22
34,9,4.2,964983666,2025-03-07
34,14,4.6,964983667,2025-03-20
34,19,4.1,964983668,2025-04-02
34,24,4.8,964983669,2025-04-15
34,29,4.4,964983670,2025-04-28
35,5,4.0,964983671,2025-05-11
35,10,4.5,964983672,2025-05-24
35,15,4.3,964983673,2025-06-06
35,20,4.7,964983674,2025-06-19
35,25,4.2,964983675,2025-07-02
35,30,4.6,964983676,2025-07-15
36,1,4.4,964983677,2025-07-28
36,6,3.9,964983678,2025-08-10
36,11,4.8,964983679,2025-08-23
36,16,4.3,964983680,2025-09-05
36,21,4.7,964983681,2025-09-18
36,26,4.1,964983682,2025-10-01
37,2,4.0,964983683,2025-10-14
37,7,4.6,964983684,2025-10-27
37,12,4.2,964983685,2025-11-09
37,17,4.8,964983686,2025-11-22
37,22,4.3,964983687,2025-12-05
37,27,4.7,964983688,2025-12-18
38,3,4.5,964983689,2025-12-31
38,8,4.1,964983690,2025-01-01
38,13,4.9,964983691,2025-01-14
38,18,4.4,964983692,2025-01-27
38,23,4.8,964983693,2025-02-09
38,28,4.2,964983694,2025-02-22
39,4,3.8,964983695,2025-03-07
39,9,4.3,964983696,2025-03-20
39,14,4.7,964983697,2025-04-02
39,19,4.2,964983698,2025-04-15
39,24,4.6,964983699,2025-04-28
39,29,4.1,964983700,2025-05-11
40,5,4.0,964983701,2025-05-24
40,10,4.4,964983702,2025-06-06
40,15,4.8,964983703,2025-06-19
40,20,4.3,964983704,2025-07-02
40,25,4.7,964983705,2025-07-15
40,30,4.2,964983706,2025-07-28
41,1,4.1,964983707,2025-08-10
41,6,4.5,964983708,2025-08-23
41,11,4.0,964983709,2025-09-05
41,16,4.7,964983710,2025-09-18
41,21,4.3,964983711,2025-10-01
41,26,4.8,964983712,2025-10-14
42,2,4.2,964983713,2025-10-27
42,7,4.6,964983714,2025-11-09
42,12,4.1,964983715,2025-11-22
42,17,4.5,964983716,2025-12-05
42,22,4.0,964983717,2025-12-18
42,27,4.7,964983718,2025-12-31
43,3,4.3,964983719,2025-01-01
43,8,4.8,964983720,2025-01-14
43,13,4.2,964983721,2025-01-27
43,18,4.6,964983722,2025-02-09
43,23,4.1,964983723,2025-02-22
43,28,4.5,964983724,2025-03-07
44,4,4.0,964983725,2025-03-20
44,9,4.4,964983726,2025-04-02
44,14,4.8,964983727,2025-04-15
44,19,4.3,964983728,2025-04-28
44,24,4.7,964983729,2025-05-11
44,29,4.2,964983730,2025-05-24
45,5,4.1,964983731,2025-06-06
45,10,4.5,964983732,2025-06-19
45,15,4.0,964983733,2025-07-02
45,20,4.6,964983734,2025-07-15
45,25,4.2,964983735,2025-07-28
45,30,4.7,964983736,2025-08-10
46,1,4.3,964983737,2025-08-23
46,6,4.8,964983738,2025-09-05
46,11,4.4,964983739,2025-09-18
46,16,4.1,964983740,2025-10-01
46,21,4.7,964983741,2025-10-14
46,26,4.3,964983742,2025-10-27
47,2,4.0,964983743,2025-11-09
47,7,4.6,964983744,2025-11-22
47,12,4.2,964983745,2025-12-05
47,17,4.8,964983746,2025-12-18
47,22,4.3,964983747,2025-12-31
48,3,4.5,964983748,2025-01-01
48,8,4.1,964983749,2025-01-14
48,13,4.9,964983750,2025-01-27
48,18,4.4,964983751,2025-02-09
48,23,4.8,964983752,2025-02-22
48,28,4.2,964983753,2025-03-07
49,4,3.8,964983754,2025-03-20
49,9,4.3,964983755,2025-04-02
49,14,4.7,964983756,2025-04-15
49,19,4.2,964983757,2025-04-28
49,24,4.6,964983758,2025-05-11
49,29,4.1,964983759,2025-05-24
50,5,4.0,964983760,2025-06-06
50,10,4.4,964983761,2025-06-19
50,15,4.8,964983762,2025-07-02
50,20,4.3,964983763,2025-07-15
50,25,4.7,964983764,2025-07-28
50,30,4.2,964983765,2025-08-10
51,1,4.1,964983766,2025-08-23
51,6,4.5,964983767,2025-09-05
51,11,4.0,964983768,2025-09-18
51,16,4.7,964983769,2025-10-01
51,21,4.3,964983770,2025-10-14
51,26,4.8,964983771,2025-10-27
52,2,4.2,964983772,2025-11-09
52,7,4.6,964983773,2025-11-22
52,12,4.1,964983774,2025-12-05
52,17,4.5,964983775,2025-12-18
52,22,4.0,964983776,2025-12-31
53,3,4.3,964983777,2025-01-01
53,8,4.8,964983778,2025-01-14
53,13,4.2,964983779,2025-01-27
53,18,4.6,964983780,2025-02-09
53,23,4.1,964983781,2025-02-22
53,28,4.5,964983782,2025-03-07
54,4,4.0,964983783,2025-03-20
54,9,4.4,964983784,2025-04-02
54,14,4.8,964983785,2025-04-15
54,19,4.3,964983786,2025-04-28
54,24,4.7,964983787,2025-05-11
54,29,4.2,964983788,2025-05-24
55,5,4.1,964983789,2025-06-06
55,10,4.5,964983790,2025-06-19
55,15,4.0,964983791,2025-07-02
55,20,4.6,964983792,2025-07-15
55,25,4.2,964983793,2025-07-28
55,30,4.7,964983794,2025-08-10
56,1,4.3,964983795,2025-08-23
56,6,4.8,964983796,2025-09-05
56,11,4.4,964983797,2025-09-18
56,16,4.1,964983798,2025-10-01
56,21,4.7,964983799,2025-10-14
56,26,4.3,964983800,2025-10-27
57,2,4.0,964983801,2025-11-09
57,7,4.6,964983802,2025-11-22
57,12,4.2,964983803,2025-12-05
57,17,4.8,964983804,2025-12-18
57,22,4.3,964983805,2025-12-31
58,3,4.5,964983806,2025-01-01
58,8,4.1,964983807,2025-01-14
58,13,4.9,964983808,2025-01-27
58,18,4.4,964983809,2025-02-09
58,23,4.8,964983810,2025-02-22
58,28,4.2,964983811,2025-03-07
59,4,3.8,964983812,2025-03-20
59,9,4.3,964983813,2025-04-02
59,14,4.7,964983814,2025-04-15
59,19,4.2,964983815,2025-04-28
59,24,4.6,964983816,2025-05-11
59,29,4.1,964983817,2025-05-24
60,5,4.0,964983818,2025-06-06
60,10,4.4,964983819,2025-06-19
60,15,4.8,964983820,2025-07-02
60,20,4.3,964983821,2025-07-15
60,25,4.7,964983822,2025-07-28
60,30,4.2,964983823,2025-08-10
61,1,4.1,964983824,2025-08-23
61,6,4.5,964983825,2025-09-05
61,11,4.0,964983826,2025-09-18
61,16,4.7,964983827,2025-10-01
61,21,4.3,964983828,2025-10-14
61,26,4.8,964983829,2025-10-27
62,2,4.2,964983830,2025-11-09
62,7,4.6,964983831,2025-11-22
62,12,4.1,964983832,2025-12-05
62,17,4.5,964983833,2025-12-18
62,22,4.0,964983834,2025-12-31
63,3,4.3,964983835,2025-01-01
63,8,4.8,964983836,2025-01-14
63,13,4.2,964983837,2025-01-27
63,18,4.6,964983838,2025-02-09
63,23,4.1,964983839,2025-02-22
63,28,4.5,964983840,2025-03-07
64,4,4.0,964983841,2025-03-20
64,9,4.4,964983842,2025-04-02
64,14,4.8,964983843,2025-04-15
64,19,4.3,964983844,2025-04-28
64,24,4.7,964983845,2025-05-11
64,29,4.2,964983846,2025-05-24
65,5,4.1,964983847,2025-06-06
65,10,4.5,964983848,2025-06-19
65,15,4.0,964983849,2025-07-02
65,20,4.6,964983850,2025-07-15
65,25,4.2,964983851,2025-07-28
65,30,4.7,964983852,2025-08-10
66,1,4.3,964983853,2025-08-23
66,6,4.8,964983854,2025-09-05
66,11,4.4,964983855,2025-09-18
66,16,4.1,964983856,2025-10-01
66,21,4.7,964983857,2025-10-14
66,26,4.3,964983858,2025-10-27
67,2,4.0,964983859,2025-11-09
67,7,4.6,964983860,2025-11-22
67,12,4.2,964983861,2025-12-05
67,17,4.8,964983862,2025-12-18
67,22,4.3,964983863,2025-12-31
68,3,4.5,964983864,2025-01-01
68,8,4.1,964983865,2025-01-14
68,13,4.9,964983866,2025-01-27
68,18,4.4,964983867,2025-02-09
68,23,4.8,964983868,2025-02-22
68,28,4.2,964983869,2025-03-07
69,4,3.8,964983870,2025-03-20
69,9,4.3,964983871,2025-04-02
69,14,4.7,964983872,2025-04-15
69,19,4.2,964983873,2025-04-28
69,24,4.6,964983874,2025-05-11
69,29,4.1,964983875,2025-05-24
70,5,4.0,964983876,2025-06-06
70,10,4.4,964983877,2025-06-19
70,15,4.8,964983878,2025-07-02
70,20,4.3,964983879,2025-07-15
70,25,4.7,964983880,2025-07-28
70,30,4.2,964983881,2025-08-10
71,1,4.1,964983882,2025-08-23
71,6,4.5,964983883,2025-09-05
71,11,4.0,964983884,2025-09-18
71,16,4.7,964983885,2025-10-01
71,21,4.3,964983886,2025-10-14
71,26,4.8,964983887,2025-10-27
72,2,4.2,964983888,2025-11-09
72,7,4.6,964983889,2025-11-22
72,12,4.1,964983890,2025-12-05
72,17,4.5,964983891,2025-12-18
72,22,4.0,964983892,2025-12-31
73,3,4.3,964983893,2025-01-01
73,8,4.8,964983894,2025-01-14
73,13,4.2,964983895,2025-01-27
73,18,4.6,964983896,2025-02-09
73,23,4.1,964983897,2025-02-22
73,28,4.5,964983898,2025-03-07
74,4,4.0,964983899,2025-03-20
74,9,4.4,964983900,2025-04-02
74,14,4.8,964983901,2025-04-15
74,19,4.3,964983902,2025-04-28
74,24,4.7,964983903,2025-05-11
74,29,4.2,964983904,2025-05-24
75,5,4.1,964983905,2025-06-06
75,10,4.5,964983906,2025-06-19
75,15,4.0,964983907,2025-07-02
75,20,4.6,964983908,2025-07-15
75,25,4.2,964983909,2025-07-28
75,30,4.7,964983910,2025-08-10
76,1,4.3,964983911,2025-08-23
76,6,4.8,964983912,2025-09-05
76,11,4.4,964983913,2025-09-18
76,16,4.1,964983914,2025-10-01
76,21,4.7,964983915,2025-10-14
76,26,4.3,964983916,2025-10-27
77,2,4.0,964983917,2025-11-09
77,7,4.6,964983918,2025-11-22
77,12,4.2,964983919,2025-12-05
77,17,4.8,964983920,2025-12-18
77,22,4.3,964983921,2025-12-31
78,3,4.5,964983922,2025-01-01
78,8,4.1,964983923,2025-01-14
78,13,4.9,964983924,2025-01-27
78,18,4.4,964983925,2025-02-09
78,23,4.8,964983926,2025-02-22
78,28,4.2,964983927,2025-03-07
79,4,3.8,964983928,2025-03-20
79,9,4.3,964983929,2025-04-02
79,14,4.7,964983930,2025-04-15
79,19,4.2,964983931,2025-04-28
79,24,4.6,964983932,2025-05-11
79,29,4.1,964983933,2025-05-24
80,5,4.0,964983934,2025-06-06
80,10,4.4,964983935,2025-06-19
80,15,4.8,964983936,2025-07-02
80,20,4.3,964983937,2025-07-15
80,25,4.7,964983938,2025-07-28
80,30,4.2,964983939,2025-08-10
81,1,4.1,964983940,2025-08-23
81,6,4.5,964983941,2025-09-05
81,11,4.0,964983942,2025-09-18
81,16,4.7,964983943,2025-10-01
81,21,4.3,964983944,2025-10-14
81,26,4.8,964983945,2025-10-27
82,2,4.2,964983946,2025-11-09
82,7,4.6,964983947,2025-11-22
82,12,4.1,964983948,2025-12-05
82,17,4.5,964983949,2025-12-18
82,22,4.0,964983950,2025-12-31
83,3,4.3,964983951,2025-01-01
83,8,4.8,964983952,2025-01-14
83,13,4.2,964983953,2025-01-27
83,18,4.6,964983954,2025-02-09
83,23,4.1,964983955,2025-02-22
83,28,4.5,964983956,2025-03-07
84,4,4.0,964983957,2025-03-20
84,9,4.4,964983958,2025-04-02
84,14,4.8,964983959,2025-04-15
84,19,4.3,964983960,2025-04-28
84,24,4.7,964983961,2025-05-11
84,29,4.2,964983962,2025-05-24
85,5,4.1,964983963,2025-06-06
85,10,4.5,964983964,2025-06-19
85,15,4.0,964983965,2025-07-02
85,20,4.6,964983966,2025-07-15
85,25,4.2,964983967,2025-07-28
85,30,4.7,964983968,2025-08-10
86,1,4.3,964983969,2025-08-23
86,6,4.8,964983970,2025-09-05
86,11,4.4,964983971,2025-09-18
86,16,4.1,964983972,2025-10-01
86,21,4.7,964983973,2025-10-14
86,26,4.3,964983974,2025-10-27
87,2,4.0,964983975,2025-11-09
87,7,4.6,964983976,2025-11-22
87,12,4.2,964983977,2025-12-05
87,17,4.8,964983978,2025-12-18
87,22,4.3,964983979,2025-12-31
88,3,4.5,964983980,2025-01-01
88,8,4.1,964983981,2025-01-14
88,13,4.9,964983982,2025-01-27
88,18,4.4,964983983,2025-02-09
88,23,4.8,964983984,2025-02-22
88,28,4.2,964983985,2025-03-07
89,4,3.8,964983986,2025-03-20
89,9,4.3,964983987,2025-04-02
89,14,4.7,964983988,2025-04-15
89,19,4.2,964983989,2025-04-28
89,24,4.6,964983990,2025-05-11
89,29,4.1,964983991,2025-05-24
90,5,4.0,964983992,2025-06-06
90,10,4.4,964983993,2025-06-19
90,15,4.8,964983994,2025-07-02
90,20,4.3,964983995,2025-07-15
90,25,4.7,964983996,2025-07-28
90,30,4.2,964983997,2025-08-10
91,1,4.1,964983998,2025-08-23
91,6,4.5,964983999,2025-09-05
91,11,4.0,964984000,2025-09-18
91,16,4.7,964984001,2025-10-01
91,21,4.3,964984002,2025-10-14
91,26,4.8,964984003,2025-10-27
92,2,4.2,964984004,2025-11-09
92,7,4.6,964984005,2025-11-22
92,12,4.1,964984006,2025-12-05
92,17,4.5,964984007,2025-12-18
92,22,4.0,964984008,2025-12-31
93,3,4.3,964984009,2025-01-01
93,8,4.8,964984010,2025-01-14
93,13,4.2,964984011,2025-01-27
93,18,4.6,964984012,2025-02-09
93,23,4.1,964984013,2025-02-22
93,28,4.5,964984014,2025-03-07
94,4,4.0,964984015,2025-03-20
94,9,4.4,964984016,2025-04-02
94,14,4.8,964984017,2025-04-15
94,19,4.3,964984018,2025-04-28
94,24,4.7,964984019,2025-05-11
94,29,4.2,964984020,2025-05-24
95,5,4.1,964984021,2025-06-06
95,10,4.5,964984022,2025-06-19
95,15,4.0,964984023,2025-07-02
95,20,4.6,964984024,2025-07-15
95,25,4.2,964984025,2025-07-28
95,30,4.7,964984026,2025-08-10
96,1,4.3,964984027,2025-08-23
96,6,4.8,964984028,2025-09-05
96,11,4.4,964984029,2025-09-18
96,16,4.1,964984030,2025-10-01
96,21,4.7,964984031,2025-10-14
96,26,4.3,964984032,2025-10-27
97,2,4.0,964984033,2025-11-09
97,7,4.6,964984034,2025-11-22
97,12,4.2,964984035,2025-12-05
97,17,4.8,964984036,2025-12-18
97,22,4.3,964984037,2025-12-31
98,3,4.5,964984038,2025-01-01
98,8,4.1,964984039,2025-01-14
98,13,4.9,964984040,2025-01-27
98,18,4.4,964984041,2025-02-09
98,23,4.8,964984042,2025-02-22
98,28,4.2,964984043,2025-03-07
99,4,3.8,964984044,2025-03-20
99,9,4.3,964984045,2025-04-02
99,14,4.7,964984046,2025-04-15
99,19,4.2,964984047,2025-04-28
99,24,4.6,964984048,2025-05-11
99,29,4.1,964984049,2025-05-24
100,5,4.0,964984050,2025-06-06
100,10,4.4,964984051,2025-06-19
100,15,4.8,964984052,2025-07-02
100,20,4.3,964984053,2025-07-15
100,25,4.7,964984054,2025-07-28
100,30,4.2,964984055,2025-08-10